name;src_file;src_line;total_ns;total_perc;counts;mean_ns;min_ns;max_ns;std_ns
system_commands{name="bevy_render::erased_render_asset::extract_erased_render_asset<bevy_pbr::mesh_material::MeshMaterial3d<bevy_pbr::extended_material::ExtendedMaterial<bevy_pbr::pbr_material::StandardMaterial, bevy_pbr::decal::forward::ForwardDecalMaterialExt>>>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;17097255;0.018480;18162;941;354;19481;335.125603
system{name="forgia_fps::weapon_select_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;6320335;0.006831;17308;365;90;151752;1699.007601
plugin build{plugin="leafwing_input_manager::plugin::CentralInputStorePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;138218;0.000149;1;138218;138218;138218;0.000000
plugin cleanup{plugin="forgia_juice_lib::fov_punch::ForgiaJuiceFovPunchPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;53;0.000000;1;53;53;53;0.000000
system{name="forgia_mode_roguelite::element_vfx::sys_init_element_bursts"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;232673;0.000251;1;232673;232673;232673;0.000000
system{name="bevy_camera::visibility::reset_view_visibility"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;2086364131;2.255056;18163;114868;38310;1177117;40267.680851
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_ui_lib::hud_ammo::tuning::AmmoHudTuning>>::track_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;17531875;0.018949;18163;965;125;469370;6638.121005
plugin build{plugin="bevy_pbr::medium::ScatteringMediumPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;43090;0.000047;1;43090;43090;43090;0.000000
system{name="forgia_mode_roguelite::hub::sync_forge_arm_preview"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;16840;0.000018;91;185;88;510;78.257623
system_commands{name="bevy_render::globals::extract_time"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;9691631;0.010475;18162;533;252;37249;304.990599
system{name="bevy_core_pipeline::deferred::copy_lighting_id::prepare_deferred_lighting_id_textures"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4356557;0.004709;18162;239;68;86266;770.520517
plugin build{plugin="forgia_stage::graph::ForgiaStageGraphPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;591267;0.000639;1;591267;591267;591267;0.000000
plugin build{plugin="bevy_render::render_asset::RenderAssetPlugin<bevy_sprite_render::mesh2d::material::PreparedMaterial2d<bevy_sprite_render::tilemap_chunk::tilemap_chunk_material::TilemapChunkMaterial>>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;16353;0.000018;1;16353;16353;16353;0.000000
plugin finish{plugin="bevy_render::mesh::allocator::MeshAllocatorPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;4011;0.000004;1;4011;4011;4011;0.000000
system{name="forgia_worldgen::streaming::sys_toggle_streaming"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8373099;0.009050;17308;483;113;8108;153.724800
system{name="bevy_asset::assets::Assets<bevy_kira_audio::instance::AudioInstance>::asset_events"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;18668;0.000020;30;622;431;1963;277.778875
system{name="bevy_gizmos_render::pipeline_3d::queue_line_joint_gizmos_3d"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;23757845;0.025679;18162;1308;513;124771;1451.414502
system{name="bevy_asset::assets::Assets<bevy_image::image::Image>::asset_events_condition"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;1628133;0.001760;18163;89;53;4582;53.452933
system{name="bevy_input::gamepad::gamepad_event_processing_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;11952992;0.012919;18163;658;170;72991;601.770067
system{name="bevy_light::cascade::clear_directional_light_cascades"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;26654367;0.028809;18163;1467;227;121487;1339.347364
system{name="forgia_mode_roguelite::sys_toggle_collider_debug"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;6660800;0.007199;18163;366;146;17652;193.491478
system{name="bevy_pbr::volumetric_fog::render::prepare_volumetric_fog_pipelines"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;13690534;0.014797;18162;753;211;82061;1084.069367
system{name="bevy_render::erased_render_asset::prepare_erased_assets<bevy_pbr::mesh_material::MeshMaterial3d<bevy_pbr::extended_material::ExtendedMaterial<bevy_pbr::pbr_material::StandardMaterial, bevy_water::water::material::WaterMaterial>>>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;6206741583;6.708583;18162;341743;274733;1677943;63621.685159
plugin cleanup{plugin="bevy_app::propagate::HierarchyPropagatePlugin<bevy_ui::ui_node::ComputedUiTargetCamera>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;61;0.000000;1;61;61;61;0.000000
system{name="forgia_mode_roguelite::loot_room::sys_setup"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;867364;0.000937;1;867364;867364;867364;0.000000
system{name="bevy_state::state::transitions::run_exit<forgia_core::states::AppMode>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;3497090;0.003780;18164;192;65;1065385;7981.411459
asset loading{loader="forgia_genome_core::GenomeLoader<forgia_viewmodel::genome::ViewmodelGenome>" asset="genomes/viewmodel_arena.toml"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;518835;0.000561;6;86472;183;448917;179299.693642
plugin cleanup{plugin="bevy_render::render_asset::RenderAssetPlugin<bevy_render::mesh::RenderMesh, bevy_render::texture::gpu_image::GpuImage>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;125;0.000000;1;125;125;125;0.000000
system{name="bevy_pbr::material::extract_entities_needs_specialization<bevy_pbr::pbr_material::StandardMaterial>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;18508269;0.020005;18163;1019;89;11889;691.534065
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0021.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;13949271;0.015077;6;2324878;144;13916556;5678740.685646
system{name="forgia_fps::pepin::sys_update_confidence"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;6499020;0.007024;18163;357;81;93431;771.605721
system{name="bevy_egui::run_egui_context_pass_loop_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;7507137574;8.114122;18163;413320;204134;7565979;128612.524799
plugin cleanup{plugin="forgia_assets::ForgiaAssetsPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;57;0.000000;1;57;57;57;0.000000
check_conditions{name="leafwing_input_manager::systems::update_action_state<forgia_input::PlayerAction>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\single_threaded.rs;83;14554453;0.015731;18163;801;56;88828;1103.117544
system{name="forgia_observability::vram_sensor::sys_write_vram_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;9894686;0.010695;18163;544;63;521943;10761.616629
plugin build{plugin="bevy_render::extract_component::UniformComponentPlugin<bevy_post_process::motion_blur::MotionBlurUniform>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;2409;0.000003;1;2409;2409;2409;0.000000
system_commands{name="bevy_pbr::ssao::prepare_ssao_textures"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;1606917;0.001737;18162;88;52;909;29.215080
system_commands{name="bevy_state::state::freely_mutable_state::apply_state_transition<forgia_core::states::GameMode>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;8406699;0.009086;18164;462;73;106395;1204.652481
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_render\\view\\view.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;3476190;0.003757;2;1738095;146;3476044;2457831.046513
system{name="bevy_app::propagate::propagate_inherited<bevy_ui::ui_node::ComputedUiRenderTargetInfo, (), bevy_ecs::hierarchy::ChildOf>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;10690052;0.011554;18163;588;142;32001;432.953421
plugin cleanup{plugin="forgia_ui_lib::hud_ammo::ForgiaUiHudAmmoPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
system{name="forgia_mode_roguelite::ftue::sys_write_ftue_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;2751068;0.002974;18163;151;65;56772;441.752746
system{name="forgia_observability::watchdog_sensor::sys_update_tick_counter"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;6062102;0.006552;18163;333;77;18852;330.255891
plugin cleanup{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_core_pipeline::tonemapping::DebandDither>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;57;0.000000;1;57;57;57;0.000000
system_commands{name="bevy_core_pipeline::deferred::copy_lighting_id::init_copy_deferred_lighting_id_pipeline"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;7873;0.000009;1;7873;7873;7873;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\prepass\\prepass.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;268475;0.000290;2;134237;75;268400;189734.427063
plugin build{plugin="forgia_mode_roguelite::kill_popup::RogueliteKillPopupPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;9815;0.000011;1;9815;9815;9815;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\atmosphere\\multiscattering_lut.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;302412;0.000327;2;151206;101;302311;213694.740342
plugin finish{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_pbr::deferred::PbrDeferredLightingDepthId>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;56;0.000000;1;56;56;56;0.000000
system{name="bevy_winit::system::changed_cursor_options"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;19048563;0.020589;18163;1048;258;1341356;17793.643003
system_commands{name="bevy_render::extract_component::prepare_uniform_components<bevy_post_process::dof::DepthOfFieldUniform>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;1905769;0.002060;18162;104;53;7626;62.857046
system{name="forgia_mode_roguelite::merchant::sys_write_merchant_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4851027;0.005243;18163;267;80;7598;178.596074
plugin cleanup{plugin="forgia_postprocess::toon::ForgiaPpToonPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;56;0.000000;1;56;56;56;0.000000
plugin finish{plugin="bevy_picking::PickingPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;55;0.000000;1;55;55;55;0.000000
system{name="bevy_anti_alias::taa::init_taa_pipeline"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;96326;0.000104;1;96326;96326;96326;0.000000
system{name="bevy_transform::systems::sync_simple_transforms"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;893108085;0.965320;23898;37371;20771;1931965;30709.596989
system{name="forgia_ui::weapon_preview::sys_retint_arm_materials"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;334288;0.000361;855;390;181;7291;310.633631
plugin finish{plugin="forgia_ui_lib::quest_journal::ForgiaUiQuestPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;55;0.000000;1;55;55;55;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\ssao\\ssao_utils.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;35894;0.000039;2;17947;54;35840;25304.523272
system{name="forgia_viewmodel::attach::attach_viewmodel_to_camera"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;16152690;0.017459;17308;933;344;483172;3699.245334
node{name="bevy_render::render_graph::node::ViewNodeRunner<bevy_pbr::ssr::ScreenSpaceReflectionsNode>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;240;5189814;0.005609;36324;142;58;89087;518.536441
system{name="forgia_ai_arena_bot::bot_tracer_lifetime"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;5936837;0.006417;18163;326;74;11129;165.411849
node{name="bevy_core_pipeline::experimental::mip_generation::DownsampleDepthNode"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;240;11367899;0.012287;72648;156;59;135045;593.075383
system{name="forgia_mode_roguelite::kill_popup::draw_kill_popups"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;7963248;0.008607;18163;438;126;14644;218.916953
system_commands{name="forgia_mode_roguelite::merchant::sys_calibrate_merchant"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2019205;0.002182;17308;116;50;72416;856.174430
system_commands{name="bevy_camera::visibility::calculate_bounds"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2040360;0.002205;18163;112;50;80534;1069.657451
bodies_attached_with_enabled_joint;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\rapier3d-0.31.0\src\dynamics\joint\multibody_joint\multibody_joint_set.rs;447;2768578;0.002992;50080;55;46;34291;154.206793
plugin cleanup{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_core_pipeline::tonemapping::DebandDither>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;56;0.000000;1;56;56;56;0.000000
schedule{name=ExtractSchedule};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\schedule.rs;532;10039241701;10.850957;18162;552760;180831;40862753;803421.509235
system_commands{name="bevy_core_pipeline::skybox::prepass::prepare_skybox_prepass_bind_groups"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;1753441;0.001895;18162;96;51;935;33.421863
plugin build{plugin="bevy_camera::visibility::range::VisibilityRangePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;4896;0.000005;1;4896;4896;4896;0.000000
system{name="bevy_render::extract_resource::extract_resource<bevy_egui::render::systems::ExtractedEguiManagedTextures>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8419629;0.009100;18163;463;86;12523;552.261964
asset loading{loader="bevy_gltf::loader::GltfLoader" asset="models/environment/inferno/Crag_003.glb"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;7083138;0.007656;6;1180523;146;6974965;2838757.630476
system{name="bevy_hanabi::render::queue_init_indirect_workgroup_update"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4722923;0.005105;18162;260;76;10721;182.269303
plugin{tag="DebugTextPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\egui-0.33.3\src\plugin.rs;145;11014385;0.011905;72652;151;49;137698;770.549491
node{name="bevy_render::render_graph::node::ViewNodeRunner<bevy_core_pipeline::prepass::node::LatePrepassNode>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;240;6798199;0.007348;36324;187;61;36697;227.874955
system{name="bevy_asset::assets::Assets<bevy_shader::shader::Shader>::asset_events_condition"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;1835864;0.001984;18163;101;54;873;53.703879
system_commands{name="bevy_pbr::light_probe::generate::initialize_generated_environment_map_resources"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;11816;0.000013;1;11816;11816;11816;0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0121.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;15407348;0.016653;7;2201049;177;15359359;5802272.219318
plugin finish{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_core_pipeline::tonemapping::Tonemapping>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;62;0.000000;1;62;62;62;0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0092.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14698685;0.015887;7;2099812;119;14654969;5536307.193868
plugin finish{plugin="bevy_core_pipeline::oit::resolve::OitResolvePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;20463;0.000022;1;20463;20463;20463;0.000000
system{name="forgia_mode_roguelite::head_hitbox::sys_bind_head_joints"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;74512120;0.080537;17308;4305;153;282374;3769.016848
system_commands{name="forgia_mode_roguelite::progress::sys_load_progress"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2301;0.000002;1;2301;2301;2301;0.000000
plugin build{plugin="bevy_winit::accessibility::AccessKitPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;20354;0.000022;1;20354;20354;20354;0.000000
system{name="bevy_egui::input::write_keyboard_input_messages_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;7508650;0.008116;18163;413;157;35526;392.771037
system{name="bevy_asset::assets::Assets<bevy_gltf::assets::GltfNode>::asset_events"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;33202;0.000036;13;2554;452;17844;4706.902980
system{name="forgia_game::color_grading::sys_init"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;1191176;0.001287;1;1191176;1191176;1191176;0.000000
system_commands{name="bevy_core_pipeline::experimental::mip_generation::prepare_view_depth_pyramids"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;3558494;0.003846;18162;195;55;14976;168.715708
system{name="bevy_ui::accessibility::calc_bounds"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;3766498;0.004071;18163;207;72;80215;610.039267
system_commands{name="forgia_stage::authored::sys_collide_authored_pieces"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2136061;0.002309;18163;117;51;200586;1501.990754
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\light_probe\\downsample.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;613616;0.000663;2;306808;55;613561;433814.252899
plugin cleanup{plugin="bevy_water::water::material::WaterMaterialPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;75;0.000000;1;75;75;75;0.000000
system_commands{name="bevy_pbr::atmosphere::resources::prepare_atmosphere_uniforms"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;4287273;0.004634;18162;236;75;111137;855.582792
system_commands{name="forgia_mode_roguelite::poi::sys_clear_poi_on_run_start"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2202591;0.002381;17308;127;50;429873;3335.203953
system{name="bevy_render::render_phase::sort_phase_system<bevy_core_pipeline::core_2d::Transparent2d>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;9203432;0.009948;18162;506;86;4256071;31585.762819
plugin finish{plugin="forgia_ui_lib::theme::ForgeThemePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;59;0.000000;1;59;59;59;0.000000
plugin cleanup{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_pbr::ssr::ScreenSpaceReflections>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;57;0.000000;1;57;57;57;0.000000
system{name="bevy_asset::assets::Assets<bevy_gltf::assets::GltfNode>::track_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;20238335;0.021875;18163;1114;120;903574;10510.155075
plugin build{plugin="bevy_render::mesh::allocator::MeshAllocatorPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;3648;0.000004;1;3648;3648;3648;0.000000
system{name="forgia_mode_roguelite::boons_apply::obs_heal_on_kill"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8983;0.000010;8;1122;176;4789;1589.737220
system_commands{name="bevy_core_pipeline::oit::init_oit_buffers"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;4350;0.000005;1;4350;4350;4350;0.000000
plugin build{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_pbr::fog::DistanceFog>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;13973;0.000015;1;13973;13973;13973;0.000000
plugin finish{plugin="bevy_render::render_phase::BinnedRenderPhasePlugin<bevy_pbr::render::light::Shadow, bevy_pbr::render::mesh::MeshPipeline>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;79;0.000000;1;79;79;79;0.000000
