name;src_file;src_line;total_ns;total_perc;counts;mean_ns;min_ns;max_ns;std_ns
system_commands{name="forgia_worldgen::sys_load_kit"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;4297;0.000005;1;4297;4297;4297;0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="textures/vfx/kenney/flame_03.png"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;544657;0.000589;6;90776;284;487710;195093.264888
system_commands{name="bevy_sprite::calculate_bounds_2d"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;1738627;0.001879;18163;95;50;1634;23.565226
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_render\\globals.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;3665139;0.003961;2;1832569;66;3665073;2591551.302796
system_commands{name="forgia_mode_roguelite::audio::sys_init_audio_genome"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;3814;0.000004;1;3814;3814;3814;0.000000
system{name="bevy_state::state::transitions::run_exit<forgia_core::states::GameMode>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;1505170;0.001627;18164;82;58;1311;38.052971
plugin cleanup{plugin="bevy_render::mesh::MorphPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;54;0.000000;1;54;54;54;0.000000
plugin cleanup{plugin="forgia_effects::pipeline_ready::PipelinesReadyPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;54;0.000000;1;54;54;54;0.000000
system{name="forgia_mode_roguelite::loot_room::sys_portal_walkover"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;13714184;0.014823;17308;792;312;175459;1765.817178
system{name="bevy_sprite_render::texture_slice::computed_slices::compute_slices_on_sprite_change"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4093863;0.004425;18163;225;76;85507;672.705797
system_commands{name="bevy_gizmos_render::init_line_gizmo_uniform_bind_group_layout"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2317;0.000003;1;2317;2317;2317;0.000000
plugin build{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_render::view::Msaa>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;8869;0.000010;1;8869;8869;8869;0.000000
plugin finish{plugin="forgia_viewmodel::pose::ForgiaViewmodelPosePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;1130;0.000001;1;1130;1130;1130;0.000000
asset loading{loader="forgia_genome_core::GenomeLoader<forgia_mode_fps_arena::ArenaBotsGenome>" asset="genomes/arena_bots.toml"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;224608;0.000243;5;44921;212;208014;91300.029588
system{name="bevy_hanabi::render::property::allocate_properties"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;12382854;0.013384;18162;681;227;122387;1084.662444
node{name="bevy_egui::render::render_pass::EguiPassNode"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;240;89708212;0.096962;18162;4939;2958;97884;2124.372110
system{name="bevy_asset::assets::Assets<bevy_kira_audio::source::AudioSource>::track_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;23531241;0.025434;18163;1295;122;266365;7240.980971
main app;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\sub_app.rs;516;56459701897;61.024711;18163;3108500;1440280;92513190;1704629.629387
system_commands{name="forgia_mode_roguelite::decor::sys_load_decor_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;5034;0.000005;1;5034;5034;5034;0.000000
system_commands{name="forgia_mode_roguelite::element_vfx::sys_init_element_bursts"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;46711;0.000050;1;46711;46711;46711;0.000000
plugin build{plugin="bevy_post_process::dof::DepthOfFieldPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;95568;0.000103;1;95568;95568;95568;0.000000
system{name="bevy_render::extract_component::extract_components<bevy_post_process::effect_stack::ChromaticAberration>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8264369;0.008933;18163;455;141;4908;254.488981
multithreaded executor;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\multi_threaded.rs;400;20827801303;22.511818;11489651;1812;64;4514526;6191.422232
system_commands{name="bevy_render::render_asset::extract_render_asset<bevy_gizmos_render::GpuLineGizmo>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;17260222;0.018656;18162;950;361;37912;401.238429
system{name="forgia_fps::load_fps_tuning"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;284810;0.000308;1;284810;284810;284810;0.000000
plugin cleanup{plugin="bevy_core_pipeline::tonemapping::TonemappingPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;53;0.000000;1;53;53;53;0.000000
transparent_main_pass_2d;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_core_pipeline-0.18.1\src\core_2d\main_transparent_pass_2d_node.rs;86;7771206;0.008400;1655;4695;2113;159634;4692.870307
plugin finish{plugin="forgia_mode_roguelite::enemy_scaling::RogueliteEnemyScalingPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;52;0.000000;1;52;52;52;0.000000
system{name="bevy_egui::free_egui_textures_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;10135706;0.010955;18163;558;205;26139;262.991103
plugin build{plugin="bevy_pbr::decal::clustered::ClusteredDecalPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;31123;0.000034;1;31123;31123;31123;0.000000
system_commands{name="bevy_pbr::light_probe::upload_light_probes"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;48380990;0.052293;18162;2663;1321;91933;1261.549491
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\volumetric_fog\\volumetric_fog.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;768059;0.000830;2;384029;122;767937;542927.193197
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_gizmos_render\\lines.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;252855;0.000273;2;126427;63;252792;178706.389704
system{name="forgia_crosshair::draw_crosshair"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;26419631;0.028556;18163;1454;78;87202;1080.149292
system_commands{name="bevy_anti_alias::taa::init_taa_pipeline"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;3124;0.000003;1;3124;3124;3124;0.000000
system{name="bevy_post_process::bloom::upsampling_pipeline::prepare_upsampling_pipeline"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;5074745;0.005485;18162;279;84;16306;232.733813
plugin build{plugin="bevy_render::render_asset::RenderAssetPlugin<bevy_sprite_render::mesh2d::material::PreparedMaterial2d<bevy_sprite_render::mesh2d::color_material::ColorMaterial>>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;26914;0.000029;1;26914;26914;26914;0.000000
system{name="bevy_pbr::material::check_entities_needing_specialization<bevy_pbr::extended_material::ExtendedMaterial<bevy_pbr::pbr_material::StandardMaterial, bevy_water::water::material::WaterMaterial>>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;1388368675;1.500624;18163;76439;11198;63266181;858991.204544
plugin finish{plugin="bevy_render::camera::CameraPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;59;0.000000;1;59;59;59;0.000000
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_fps::FpsTuning>>::track_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;17684927;0.019115;18163;973;100;928832;8239.958647
system{name="bevy_asset::assets::Assets<bevy_scene::scene::Scene>::track_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8066932;0.008719;18163;444;121;132409;2048.062149
run_graph{name="Core3d" debug_group="Camera 0 (61v205)"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;119;8104682142;8.759980;17307;468289;215989;6370452;145232.225251
plugins{tag="on_begin_pass"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\egui-0.33.3\src\plugin.rs;151;176429216;0.190694;18163;9713;5190;163744;6917.277628
plugin finish{plugin="bevy_water::water::material::WaterMaterialPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;54;0.000000;1;54;54;54;0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0100.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14414886;0.015580;7;2059269;201;14362266;5425116.372573
plugin build{plugin="bevy_pbr::render::mesh::MeshRenderPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;313084;0.000338;1;313084;313084;313084;0.000000
plugin finish{plugin="bevy_pbr::decal::forward::ForwardDecalPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;57;0.000000;1;57;57;57;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_sprite_render\\mesh2d\\mesh2d_functions.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;87136;0.000094;2;43568;68;87068;61518.289963
system{name="bevy_pbr::decal::clustered::extract_clustered_decal"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;10974662;0.011862;18163;604;199;8340;319.401720
system{name="forgia_viewmodel::genome::load_viewmodel_genome"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;671889;0.000726;1;671889;671889;671889;0.000000
write_work_item_buffers;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\batching\gpu_preprocessing.rs;2056;1523582079;1.646770;214528;7102;48;4897444;21548.803437
plugin cleanup{plugin="forgia_juice_lib::recoil::ForgiaJuiceRecoilPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;53;0.000000;1;53;53;53;0.000000
system{name="forgia_ui_lib::damage_direction::tick_damage_arcs"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;3983699;0.004306;18163;219;81;150698;1124.540606
plugin cleanup{plugin="forgia_ui_lib::quest_journal::ForgiaUiQuestPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;52;0.000000;1;52;52;52;0.000000
check_conditions{name="bevy_gizmos::end_gizmo_context<bevy_gizmos::light::LightGizmoConfigGroup, bevy_time::fixed::Fixed>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\single_threaded.rs;83;13177288;0.014243;18163;725;56;83957;1366.687479
plugin finish{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_hanabi::EffectVisibilityClass>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;73;0.000000;1;73;73;73;0.000000
system_commands{name="forgia_stage::spawn_stage_arena_on_request"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;3801628;0.004109;18163;209;51;2329638;17285.441292
plugin cleanup{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_light::directional_light::DirectionalLight>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;58;0.000000;1;58;58;58;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\render\\build_indirect_params.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;251892;0.000272;2;125946;95;251797;177980.191038
system{name="forgia_audio::sys_apply_user_master_volume"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;3251841;0.003515;18163;179;75;7434;106.523153
plugin cleanup{plugin="bevy_light::LightPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
system{name="bevy_render::view::cleanup_view_targets_for_resize"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;16266120;0.017581;18162;895;425;32321;343.501157
system{name="bevy_pbr::decal::clustered::extract_decals"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;21229251;0.022946;18163;1168;399;148003;1209.179843
system{name="bevy_hanabi::render::on_remove_cached_draw_indirect_args"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;1157;0.000001;4;289;66;929;426.622003
plugin cleanup{plugin="forgia_fps::ForgiaFpsPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;54;0.000000;1;54;54;54;0.000000
plugin cleanup{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_pbr::atmosphere::environment::AtmosphereEnvironmentMap>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;53;0.000000;1;53;53;53;0.000000
system{name="forgia_mode_roguelite::weapon_select::sys_hot_reload_weapon_cards"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8787133;0.009498;17308;507;72;131336;4350.351439
system{name="bevy_core_pipeline::oit::check_msaa"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4566820;0.004936;18163;251;95;7473;145.072169
system{name="forgia_mode_roguelite::poi::sys_reconcile_poi_anchors"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;10785940;0.011658;17308;623;229;567823;5365.479182
plugin finish{plugin="forgia_village_loader::ForgiaVillageLoaderPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;52;0.000000;1;52;52;52;0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0140.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14679921;0.015867;7;2097131;141;14634497;5528461.318150
system{name="forgia_mode_roguelite::hud::draw_weapon_slots"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;321109329;0.347072;17217;18650;169;315928;6632.239016
system_commands{name="bevy_anti_alias::contrast_adaptive_sharpening::init_cas_pipeline"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;3840;0.000004;1;3840;3840;3840;0.000000
system_commands{name="bevy_rapier3d::plugin::systems::collider::init_async_colliders"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;517642;0.000559;5734;90;68;1771;49.063058
plugin cleanup{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_post_process::effect_stack::ChromaticAberration>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;58;0.000000;1;58;58;58;0.000000
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_enemy_nameplate::tuning::EnemyNameplateTuning>>::track_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;19297935;0.020858;18163;1062;194;181789;5566.501450
system{name="forgia_streaming::load_streaming_genome"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;2322617;0.002510;1;2322617;2322617;2322617;0.000000
plugin finish{plugin="bevy_mesh::MeshPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;60;0.000000;1;60;60;60;0.000000
function_scope{egui::context::Context::tessellate};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\egui-0.33.3\src\context.rs;2658;2565651417;2.773095;18163;141257;10339;509015;41165.966899
system{name="forgia_observability::roguelite_health::sys_roguelite_health"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;15341243;0.016582;17308;886;127;200932;6808.874528
system{name="forgia_auto_rig::write_auto_rig_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;46299728;0.050043;18163;2549;189;707901;26706.484035
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0070.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14061763;0.015199;7;2008823;179;14026228;5299179.784308
system{name="forgia_ui::sys_regrab_cursor_on_focus"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;9948730;0.010753;18163;547;151;143998;1150.890289
plugin finish{plugin="forgia_audio::biome::ForgiaAudioBiomePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;55;0.000000;1;55;55;55;0.000000
plugin finish{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_light::cluster::ClusteredDecal>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;60;0.000000;1;60;60;60;0.000000
run_graph{name="Core3d" debug_group="Camera -1 (81v0)"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;119;137402437;0.148512;855;160704;129379;674824;39713.863495
system_commands{name="forgia_mode_roguelite::pipeline_warmup::sys_drain_warmup_queue"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;1495704;0.001617;91;16436;62;88905;27190.292083
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0138.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14784015;0.015979;6;2464002;167;14753730;6020714.255671
calculate conflicting systems;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\multi_threaded.rs;188;5370855;0.005805;26;206571;265;3870719;762217.575356
system{name="forgia_rpg_data::boons::load_boons_catalogue"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;13359;0.000014;1;13359;13359;13359;0.000000
system{name="forgia_killfeed::tuning::load_killfeed_tuning"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;18756;0.000020;1;18756;18756;18756;0.000000
system{name="bevy_hanabi::render::update_mesh_locations"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;71626210;0.077417;18162;3943;2321;89087;1864.645427
system_commands{name="bevy_rapier3d::plugin::systems::collider::init_async_scene_colliders"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;592075;0.000640;5734;103;61;21105;281.741626
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0091.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14769915;0.015964;6;2461652;110;14737743;6014034.661485
plugin build{plugin="forgia_ui_lib::hud::player_hp::PlayerHpPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;13996;0.000015;1;13996;13996;13996;0.000000
plugin finish{plugin="bevy_state::app::StatesPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;54;0.000000;1;54;54;54;0.000000
schedule{name=Update};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\schedule.rs;532;11237222854;12.145801;18163;618687;224936;35570595;406855.709212
plugin finish{plugin="bevy_pbr::lightmap::LightmapPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;50;0.000000;1;50;50;50;0.000000
system{name="forgia_mode_roguelite::render_quality::sys_write_render_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;7270313;0.007858;17308;420;134;46707;548.223215
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0083.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;14221873;0.015372;7;2031696;179;14190747;5361639.078852
plugin finish{plugin="bevy_app::task_pool_plugin::TaskPoolPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;681;0.000001;1;681;681;681;0.000000
plugin build{plugin="bevy_winit::WinitPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;1765887;0.001909;1;1765887;1765887;1765887;0.000000
plugin finish{plugin="bevy_render::extract_component::ExtractComponentPlugin<forgia_postprocess::toon::ToonSettings>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;61;0.000000;1;61;61;61;0.000000
system_commands{name="bevy_pbr::render::fog::prepare_fog"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;60505427;0.065398;18162;3331;1546;135026;1914.967635
system{name="forgia_crosshair::draw_sniper_scope_overlay"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;9184587;0.009927;18163;505;105;105923;964.783277
plugin build{plugin="bevy_render::gpu_readback::GpuReadbackPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;19135;0.000021;1;19135;19135;19135;0.000000
system{name="bevy_render::camera::sort_cameras"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;49174850;0.053151;18162;2707;1291;88125;1097.356576
system_commands{name="bevy_app::propagate::propagate_output<bevy_ui::ui_node::ComputedUiRenderTargetInfo, ()>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;1685067;0.001821;18163;92;50;20470;212.528815
system_commands{name="forgia_ai_arena_bot::bot_shoot_at_target"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2760458;0.002984;18163;151;51;705957;5246.838376
