name;src_file;src_line;total_ns;total_perc;counts;mean_ns;min_ns;max_ns;std_ns
plugin finish{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_render::gpu_readback::Readback>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;102;0.000000;1;102;102;102;0.000000
system_commands{name="bevy_egui::render::systems::queue_bind_groups_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;81983281;0.045058;37525;2184;853;149594;1453.745583
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0319.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;15220924;0.008365;6;2536820;172;15182202;6194948.635644
system_commands{name="forgia_stage::floor_merge::sys_build_merged_static"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;4691258;0.002578;37525;125;52;93286;599.665169
system{name="bevy_render::extract_resource::extract_resource<bevy_render::texture::manual_texture_view::ManualTextureViews>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;7686543;0.004225;37525;204;78;23767;201.457404
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\lightmap\\lightmap.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;457123;0.000251;2;228561;55;457068;323156.991391
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\atmosphere\\environment.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;54297;0.000030;2;27148;53;54244;38318.823586
system{name="forgia_ui_lib::damage_direction::write_damage_dir_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;13531071;0.007437;37525;360;112;59928;401.300393
plugin build{plugin="forgia_juice_lib::camera_shake::ForgiaJuiceCameraShakePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;361504;0.000199;1;361504;361504;361504;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_pbr\\render\\mesh_functions.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;247908;0.000136;2;123954;76;247832;175189.947680
plugin finish{plugin="forgia_mode_roguelite::loot_room::RogueliteLootRoomPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;56;0.000000;1;56;56;56;0.000000
system_commands{name="bevy_post_process::dof::extract_depth_of_field_settings"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2737078;0.001504;37525;72;51;9268;62.245276
plugin build{plugin="bevy_render::view::visibility::range::RenderVisibilityRangePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;9540;0.000005;1;9540;9540;9540;0.000000
plugin finish{plugin="forgia_streaming::ForgiaStreamingPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;54;0.000000;1;54;54;54;0.000000
plugin finish{plugin="bevy_window::WindowPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;53;0.000000;1;53;53;53;0.000000
plugin finish{plugin="bevy_sprite_render::SpriteRenderPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;55;0.000000;1;55;55;55;0.000000
plugin cleanup{plugin="bevy_render::extract_component::UniformComponentPlugin<bevy_post_process::motion_blur::MotionBlurUniform>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;59;0.000000;1;59;59;59;0.000000
plugin cleanup{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_core_pipeline::tonemapping::DebandDither>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
plugin build{plugin="forgia_mode_roguelite::audio::RogueliteAudioPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;14367747;0.007897;1;14367747;14367747;14367747;0.000000
system{name="bevy_asset::assets::Assets<bevy_asset::assets::LoadedUntypedAsset>::asset_events_condition"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4824272;0.002651;37525;128;52;15262;116.786863
system_commands{name="bevy_render::extract_component::extract_components<bevy_camera::components::Camera2d>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;25210150;0.013856;37525;671;288;78030;507.512381
plugin cleanup{plugin="bevy_image::texture_atlas::TextureAtlasPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;59;0.000000;1;59;59;59;0.000000
system{name="forgia_viewmodel::vm_camera::propagate_viewmodel_layer"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;139713309;0.076787;33826;4130;2136;280986;2634.881003
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0163.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;15320658;0.008420;7;2188665;158;15277664;5771708.927035
plugin cleanup{plugin="forgia_effects::arena_feedback::ArenaFeedbackPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;56;0.000000;1;56;56;56;0.000000
system{name="forgia_stage::write_stage_sensor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;20416159;0.011221;37525;544;151;141363;1232.873243
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0047.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;16222074;0.008916;6;2703679;201;16180674;6602355.407644
plugin cleanup{plugin="bevy_render::texture::TexturePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;58;0.000000;1;58;58;58;0.000000
plugin finish{plugin="forgia_killfeed::ForgiaKillfeedPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;54;0.000000;1;54;54;54;0.000000
system{name="forgia_worldgen::debug_viz::sys_toggle_viz"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;8907788;0.004896;33826;263;76;103395;810.222272
system{name="forgia_player::dash::dash_recharge_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4952103;0.002722;10455;473;101;93769;1083.022950
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_killfeed::tuning::KillfeedTuning>>::asset_events_condition"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;3550127;0.001951;37525;94;53;4422;56.933366
plugin build{plugin="forgia_viewmodel::ForgiaViewmodelPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;789678;0.000434;1;789678;789678;789678;0.000000
system_commands{name="bevy_sprite_render::text2d::extract_text2d_sprite"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;14422806;0.007927;37525;384;51;70806;643.373674
system_commands{name="bevy_render::extract_component::extract_components<bevy_anti_alias::contrast_adaptive_sharpening::ContrastAdaptiveSharpening>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;23161143;0.012729;37525;617;238;201613;1054.853297
system{name="bevy_pbr::ssao::prepare_ssao_pipelines"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;11011597;0.006052;37525;293;90;52417;391.086497
plugin cleanup{plugin="bevy_pbr::render::mesh::MeshRenderPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;56;0.000000;1;56;56;56;0.000000
plugin finish{plugin="bevy_gilrs::GilrsPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;146;0.000000;1;146;146;146;0.000000
system{name="leafwing_input_manager::user_input::updating::input_is_enabled<bevy_input::gamepad::GamepadButton>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4649852;0.002556;37525;123;55;7910;71.359914
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0166.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;15666747;0.008610;7;2238106;129;15626754;5903840.557675
system{name="bevy_pbr::material::late_sweep_material_instances"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;13483220;0.007410;37525;359;122;122458;658.788115
plugin build{plugin="forgia_mode_roguelite::ftue::FtuePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;492430;0.000271;1;492430;492430;492430;0.000000
system{name="forgia_mode_roguelite::run::sys_spawn_roguelite_scene"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;773685;0.000425;1;773685;773685;773685;0.000000
plugin cleanup{plugin="forgia_rpg::ForgiaRpgPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
plugin finish{plugin="forgia_mode_roguelite::forge_shop::RogueliteForgeShopPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;55;0.000000;1;55;55;55;0.000000
system_commands{name="forgia_mode_roguelite::merchant::sys_spawn_merchant"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;45792;0.000025;1;45792;45792;45792;0.000000
node{name="bevy_hanabi::render::VfxSimulateNode"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs;240;627614965;0.344939;37525;16725;938;368219;7297.154264
plugin build{plugin="bevy_render::extract_component::UniformComponentPlugin<bevy_post_process::bloom::downsampling_pipeline::BloomUniforms>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;245011;0.000135;1;245011;245011;245011;0.000000
system{name="bevy_gizmos::collect_requested_gizmos<bevy_gizmos::light::LightGizmoConfigGroup, bevy_time::fixed::Fixed>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;2324777;0.001278;11501;202;78;9410;135.864099
system_commands{name="bevy_render::extract_resource::extract_resource<bevy_pbr::material::DefaultOpaqueRendererMethod>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;3008279;0.001653;37525;80;51;15182;100.994319
{shadow_directional_light_1_cascade_0};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_pbr-0.18.1\src\render\light.rs;2326;2577448305;1.416575;33824;76201;30819;533074;20758.691094
write_phase_instance_buffers;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\batching\gpu_preprocessing.rs;2047;55044473;0.030253;337725;162;48;137425;492.368936
plugin cleanup{plugin="bevy_winit::WinitPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;78;0.000000;1;78;78;78;0.000000
check_conditions{name="forgia_fps::track_left_mouse_state"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\single_threaded.rs;83;61134725;0.033600;37525;1629;714;102633;1961.244885
system{name="bevy_render::render_asset::extract_render_asset<bevy_sprite_render::mesh2d::material::PreparedMaterial2d<bevy_sprite_render::tilemap_chunk::tilemap_chunk_material::TilemapChunkMaterial>>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;36250886;0.019924;37525;966;309;164381;1032.230567
system{name="forgia_ui::release_cursor"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;155332;0.000085;2;77666;56187;99145;30375.893106
plugin finish{plugin="forgia_rpg_data::quests::ForgiaQuestsPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;135;0.000000;1;135;135;135;0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0354.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;16140042;0.008871;5;3228008;184;16087978;7188950.324227
plugin build{plugin="bevy_post_process::msaa_writeback::MsaaWritebackPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;2035773;0.001119;1;2035773;2035773;2035773;0.000000
move_shape;C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\rapier3d-0.31.0\src\control\character_controller.rs;267;189267559;0.104022;10454;18104;4733;754142;26522.445316
plugin build{plugin="forgia_ui_lib::hud::energy::EnergyOverlayPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;553671;0.000304;1;553671;553671;553671;0.000000
system_commands{name="bevy_hanabi::render::clear_transient_batch_inputs"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;438029597;0.240743;37525;11673;89;677948;8052.725630
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_core_pipeline\\fullscreen_vertex_shader\\fullscreen.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;106294;0.000058;2;53147;104;106190;75014.129989
asset loading{loader="bevy_gltf::loader::GltfLoader" asset="models/kaykit/hexagon/red/building_market_red.gltf"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;279898;0.000154;8;34987;70;190505;63944.501879
plugin cleanup{plugin="bevy_app::propagate::HierarchyPropagatePlugin<bevy_ui::ui_node::ComputedUiRenderTargetInfo>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;63;0.000000;1;63;63;63;0.000000
plugin build{plugin="forgia_ui_lib::hud::confidence::ConfidenceHudPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;48508;0.000027;1;48508;48508;48508;0.000000
plugin cleanup{plugin="bevy_scene::ScenePlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
plugin build{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_camera::camera::CameraMainTextureUsages>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;7753;0.000004;1;7753;7753;7753;0.000000
asset loading{loader="bevy_shader::shader::ShaderLoader" asset="embedded://bevy_render\\experimental\\occlusion_culling\\mesh_preprocess_types.wgsl"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;11274583;0.006197;2;5637291;62;11274521;7972246.413110
plugin finish{plugin="forgia_ui::ForgiaUiPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;55;0.000000;1;55;55;55;0.000000
par_for_each{query="(&mut bevy_animation::AnimationPlayer, &bevy_animation::graph::AnimationGraphHandle)" filter="()"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\query\state.rs;246;22335264;0.012276;24174;923;67;72301;823.096014
plugin finish{plugin="bevy_core_pipeline::tonemapping::TonemappingPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;272;56;0.000000;1;56;56;56;0.000000
system_commands{name="bevy_egui::input::write_window_touch_messages_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;54;2785313;0.001531;37525;74;50;6381;40.528511
plugin cleanup{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_anti_alias::smaa::Smaa>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
system{name="bevy_render::batching::gpu_preprocessing::write_batched_instance_buffers<bevy_pbr::render::mesh::MeshPipeline>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;3041838033;1.671805;37525;81061;13913;16585388;107083.073158
system{name="forgia_mode_roguelite::element_vfx::sys_init_vfx_assets"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;42920;0.000024;1;42920;42920;42920;0.000000
asset loading{loader="forgia_genome_core::GenomeLoader<forgia_killfeed::tuning::KillfeedTuning>" asset="genomes/killfeed_tuning.toml"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;111814;0.000061;4;27953;85;85520;40105.300473
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0158.webp"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;15865367;0.008720;6;2644227;281;15823944;6456718.889344
system{name="bevy_render::render_phase::sweep_old_entities<bevy_core_pipeline::core_3d::AlphaMask3d>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;11668015;0.006413;37525;310;92;29309;208.093760
system{name="bevy_post_process::dof::init_dof_global_bind_group_layout"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;4479;0.000002;1;4479;4479;4479;0.000000
system{name="bevy_gizmos::update_gizmo_meshes<bevy_gizmos::aabb::AabbGizmoConfigGroup>"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;14613035;0.008031;37525;389;94;27401;196.074221
asset loading{loader="bevy_gltf::loader::GltfLoader" asset="models/environment/portal/portal_closed.glb"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs;332;306596300;0.168506;5;61319260;164;306582472;137106303.630921
plugin build{plugin="bevy_render::mesh::MeshRenderAssetPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;803370;0.000442;1;803370;803370;803370;0.000000
plugin cleanup{plugin="forgia_effects::pipeline_ready::PipelinesReadyPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;292;55;0.000000;1;55;55;55;0.000000
system{name="bevy_egui::render::systems::queue_bind_groups_system"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;828460552;0.455325;37525;22077;12845;381342;7103.370462
system{name="bevy_core_pipeline::core_2d::extract_core_2d_camera_phases"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;48518225;0.026666;37525;1292;553;89505;827.526612
plugin build{plugin="forgia_rpg_data::boons::ForgiaBoonsPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;660678;0.000363;1;660678;660678;660678;0.000000
system{name="bevy_gizmos_render::pipeline_3d::queue_line_gizmos_3d"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;51063547;0.028065;37525;1360;525;132919;1199.924030
system{name="bevy_core_pipeline::tonemapping::prepare_view_tonemapping_pipelines"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs;52;46590027;0.025606;37525;1241;431;74597;892.846054
plugin build{plugin="bevy_pbr::light_probe::generate::EnvironmentMapGenerationPlugin"};C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs;529;1004;0.000001;1;1004;1004;1004;0.000000
