name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns
system{name="bevy_asset::server::publish_asset_server_diagnostics"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,34582351,0.026881,27079,1277,268,1380410,10181.350017
system_commands{name="bevy_render::extract_component::extract_components<bevy_pbr::atmosphere::Atmosphere>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,12395838,0.009635,27078,457,183,86988,613.386430
system{name="bevy_core_pipeline::skybox::init_skybox_pipeline"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,14943,0.000012,1,14943,14943,14943,0.000000
plugin finish{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_pbr::atmosphere::environment::AtmosphereEnvironmentMap>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,56,0.000000,1,56,56,56,0.000000
system{name="bevy_asset::assets::Assets<bevy_pbr::extended_material::ExtendedMaterial<bevy_pbr::pbr_material::StandardMaterial, bevy_water::water::material::WaterMaterial>>::asset_events"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,29424369,0.022872,27079,1086,515,211500,1372.130171
system{name="bevy_render::extract_component::extract_components<bevy_camera::components::Camera2d>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,15724298,0.012223,27079,580,231,41188,484.362026
system{name="forgia_fps::despawn_dead_cubes"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,15794356,0.012277,25752,613,157,82482,1015.795091
system_commands{name="forgia_mode_roguelite::render_quality::sys_apply_bloom"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2685606,0.002088,25752,104,51,39296,386.570136
system{name="forgia_fps::bourrasque::sys_write_bourrasque_sensor"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,6450143,0.005014,27079,238,85,50481,402.852190
plugin finish{plugin="forgia_streaming::ForgiaStreamingPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,55,0.000000,1,55,55,55,0.000000
system{name="forgia_mode_roguelite::decor::sys_decor_build_hull_colliders"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,85757927,0.066660,25752,3330,147,11346092,138879.361636
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_mode_fps_arena::ArenaBotsGenome>>::asset_events"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,3312,0.000003,1,3312,3312,3312,0.000000
schedule{name=FixedMain},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\schedule.rs,532,4382618147,3.406644,7925,553011,201928,20770963,321781.484344
compute_contacts,C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\rapier3d-0.31.0\src\geometry\narrow_phase.rs,806,26477184,0.020581,7925,3340,53,649822,7548.861075
system{name="forgia_mode_roguelite::poi::sys_clear_poi_on_run_start"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,13848325,0.010764,25752,537,173,64566,625.084320
system{name="forgia_observability::npcs_sensor::sys_write_npcs_sensor"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,20225618,0.015722,27079,746,201,88885,762.408744
system{name="bevy_egui::render::systems::queue_pipelines_system"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,39424566,0.030645,27078,1455,603,82688,860.980331
system{name="leafwing_input_manager::systems::update_action_state<forgia_input::PlayerAction>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,817578974,0.635511,54158,15096,107,480182,6634.016170
plugin build{plugin="bevy_gizmos::light::LightGizmoPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,40429,0.000031,1,40429,40429,40429,0.000000
plugin build{plugin="bevy_render::render_phase::SortedRenderPhasePlugin<bevy_core_pipeline::core_3d::Transmissive3d, bevy_pbr::render::mesh::MeshPipeline>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,22303,0.000017,1,22303,22303,22303,0.000000
system{name="bevy_render::render_phase::sort_phase_system<bevy_core_pipeline::core_3d::Transmissive3d>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,8262720,0.006423,27078,305,101,116847,740.703084
plugin cleanup{plugin="bevy_image::texture_atlas::TextureAtlasPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,55,0.000000,1,55,55,55,0.000000
system_commands{name="forgia_worldgen::sys_load_kit"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,7971,0.000006,1,7971,7971,7971,0.000000
asset loading{loader="bevy_gltf::loader::GltfLoader" asset="models/environment/inferno/Mound_008.glb"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,6326791,0.004918,4,1581697,183,6318124,3157618.448499
system_commands{name="forgia_mode_roguelite::status_vfx::sys_init_status_vfx_pool"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,68456,0.000053,1,68456,68456,68456,0.000000
system{name="bevy_gizmos_render::pipeline_3d::queue_line_joint_gizmos_3d"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,28274614,0.021978,27078,1044,479,86609,1012.966350
system{name="bevy_input::gamepad::gamepad_connection_system"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,11012250,0.008560,27079,406,133,34125,245.793123
system{name="forgia_juice_screen_flash::draw_screen_flash"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,25046271,0.019469,27079,924,193,86457,1149.272934
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_killfeed::tuning::KillfeedTuning>>::track_assets"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,27442660,0.021331,27079,1013,164,365160,5869.061712
system{name="bevy_ui_render::gradient::extract_gradients"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,22636687,0.017596,27079,835,238,40261,489.325333
plugin finish{plugin="bevy_render::mesh::MeshRenderAssetPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,60,0.000000,1,60,60,60,0.000000
system{name="forgia_mode_roguelite::hub::lobby_show_gameplay_hud"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,144,0.000000,1,144,144,144,0.000000
system{name="bevy_ui_render::box_shadow::init_box_shadow_pipeline"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,33509,0.000026,1,33509,33509,33509,0.000000
plugin cleanup{plugin="bevy_gizmos_render::pipeline_2d::LineGizmo2dPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,55,0.000000,1,55,55,55,0.000000
system{name="forgia_mode_roguelite::sensor::sys_update_roguelite_telemetry"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,8865185,0.006891,27079,327,118,86914,587.766115
plugin cleanup{plugin="bevy_post_process::PostProcessPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,56,0.000000,1,56,56,56,0.000000
asset loading{loader="bevy_gltf::loader::GltfLoader" asset="models/environment/inferno/Gear_001.glb"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,6387228,0.004965,4,1596807,121,6368561,3181173.167637
asset loading{loader="forgia_genome_core::GenomeLoader<forgia_stage::RoguelitePoisGenome>" asset="genomes/roguelite_pois.toml"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,79122,0.000062,4,19780,177,72827,35440.166958
plugin build{plugin="forgia_player::skybox_genome::SkyboxGenomePlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,61511,0.000048,1,61511,61511,61511,0.000000
asset loading{loader="bevy_gltf::loader::GltfLoader" asset="models/environment/inferno/RockMid_003.glb"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,6530453,0.005076,4,1632613,171,6520226,3258409.968589
system_commands{name="bevy_core_pipeline::deferred::copy_lighting_id::init_copy_deferred_lighting_id_pipeline"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,3937,0.000003,1,3937,3937,3937,0.000000
plugin finish{plugin="bevy_pbr::medium::ScatteringMediumPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,55,0.000000,1,55,55,55,0.000000
system_commands{name="bevy_post_process::dof::init_dof_global_bind_group_layout"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,3613,0.000003,1,3613,3613,3613,0.000000
system{name="forgia_viewmodel::arms_sensor::write_arms_sensor"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,11742953,0.009128,25752,456,130,85707,905.108560
{shadow_directional_light_1_cascade_2},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_pbr-0.18.1\src\render\light.rs,2326,2150647331,1.671715,25749,83523,15748,1606644,26570.865363
plugin cleanup{plugin="bevy_app::propagate::HierarchyPropagatePlugin<bevy_ui::ui_node::ComputedUiRenderTargetInfo>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,69,0.000000,1,69,69,69,0.000000
system{name="bevy_gilrs::gilrs_system::gilrs_event_system"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,42575038,0.033094,27079,1572,653,75477,878.968028
system_commands{name="bevy_render::extract_component::prepare_uniform_components<bevy_pbr::atmosphere::GpuAtmosphereSettings>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2267871,0.001763,27078,83,50,3136,36.483774
plugin finish{plugin="bevy_core_pipeline::CorePipelinePlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,56,0.000000,1,56,56,56,0.000000
schedule{name=PostUpdate},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\schedule.rs,532,50189223376,39.012482,27079,1853437,868515,82089354,1284689.064994
plugin cleanup{plugin="bevy_render::extract_resource::ExtractResourcePlugin<bevy_egui::EguiUserTextures>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,123,0.000000,1,123,123,123,0.000000
plugin build{plugin="bevy_ui::picking_backend::UiPickingPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,15752,0.000012,1,15752,15752,15752,0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0050.webp"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,15252799,0.011856,7,2178971,171,15217516,5749460.448383
system{name="bevy_pbr::light_probe::upload_light_probes"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,492148794,0.382551,27078,18175,3374,1166225,18299.471054
system_commands{name="bevy_render::extract_component::extract_components<bevy_camera::components::Camera2d>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,18690126,0.014528,27078,690,277,43291,463.875403
check_conditions{name="bevy_gizmos::end_gizmo_context<bevy_gizmos::aabb::AabbGizmoConfigGroup, bevy_time::fixed::Fixed>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\single_threaded.rs,83,2815742,0.002189,27079,103,56,72897,684.025942
system{name="bevy_render::globals::extract_time"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,7495946,0.005827,27079,276,83,3139,117.688140
system_commands{name="forgia_mode_roguelite::boons_apply::sys_sync_player_health_guard"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,1979983,0.001539,25752,76,50,29421,185.876481
system_commands{name="forgia_stage::authored::sys_collide_authored_pieces"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,3092409,0.002404,27079,114,51,98958,945.969690
system{name="bevy_asset::assets::Assets<bevy_sprite_render::mesh2d::color_material::ColorMaterial>::track_assets"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,30580793,0.023771,27079,1129,166,1556920,11707.303010
plugin finish{plugin="bevy_diagnostic::DiagnosticsPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,59,0.000000,1,59,59,59,0.000000
plugin finish{plugin="forgia_ui_lib::hud::ForgiaUiHudPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,62,0.000000,1,62,62,62,0.000000
plugin finish{plugin="bevy_render::extract_component::ExtractComponentPlugin<bevy_camera::components::Camera3d>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,53,0.000000,1,53,53,53,0.000000
plugin cleanup{plugin="bevy_render::sync_component::SyncComponentPlugin<bevy_light::volumetric::FogVolume>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,121,0.000000,1,121,121,121,0.000000
system_commands{name="bevy_pbr::render::light::extract_ambient_light_resource"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2385145,0.001854,27078,88,52,4011,32.079157
system{name="bevy_picking::hover::update_is_directly_hovered"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,9879049,0.007679,27079,364,85,51886,463.899828
system{name="bevy_render::batching::gpu_preprocessing::batch_and_prepare_sorted_render_phase<bevy_core_pipeline::core_3d::Transparent3d, bevy_pbr::render::mesh::MeshPipeline>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,57223096,0.044480,27078,2113,396,85455,1206.860833
system{name="forgia_ui_lib::hud_ammo::draw_slot_strip"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,9884602,0.007683,26988,366,93,137755,854.588137
plugin cleanup{plugin="bevy_render::sync_component::SyncComponentPlugin<forgia_postprocess::toon::ToonSettings>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,69,0.000000,1,69,69,69,0.000000
plugin build{plugin="forgia_combat::ForgiaCombatPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,199306,0.000155,1,199306,199306,199306,0.000000
plugin finish{plugin="bevy_ui_render::UiRenderPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,53,0.000000,1,53,53,53,0.000000
asset loading{loader="bevy_image::image_loader::ImageLoader" asset="ui/menu_video/frame_0085.webp"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,14102279,0.010962,6,2350379,125,14066623,5739765.812132
system_commands{name="bevy_pbr::atmosphere::resources::prepare_atmosphere_textures"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2285652,0.001777,27078,84,52,48349,295.983062
plugin finish{plugin="bevy_pbr::render::fog::FogPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,52,0.000000,1,52,52,52,0.000000
system_commands{name="bevy_gizmos_render::prepare_line_gizmo_bind_group"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2325266,0.001807,27078,85,52,16259,108.653121
plugin cleanup{plugin="forgia_fps::lenoir::ForgiaLenoirPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,55,0.000000,1,55,55,55,0.000000
plugin build{plugin="bevy_render::erased_render_asset::ErasedRenderAssetPlugin<bevy_pbr::mesh_material::MeshMaterial3d<bevy_pbr::extended_material::ExtendedMaterial<bevy_pbr::pbr_material::StandardMaterial, bevy_pbr::decal::forward::ForwardDecalMaterialExt>>>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,10863,0.000008,1,10863,10863,10863,0.000000
system{name="bevy_picking::pointer::PointerInput::receive"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,14265487,0.011089,27079,526,202,42702,486.409423
system_commands{name="forgia_juice_lib::knockback::sys_tick_knockback"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2391767,0.001859,27079,88,50,92478,723.461088
system{name="bevy_egui::update_ui_size_and_scale_system"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,21359547,0.016603,27080,788,383,33593,348.855357
system{name="forgia_mode_roguelite::hub::lobby_hide_gameplay_hud"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,184,0.000000,1,184,184,184,0.000000
system{name="bevy_light::directional_light::update_directional_light_frusta"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,68421726,0.053185,27079,2526,280,155162,1647.380771
calculate conflicting systems,C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\schedule\executor\multi_threaded.rs,188,5192143,0.004036,25,207685,214,3739754,751022.191986
system_commands{name="forgia_mode_roguelite::trempe::sys_init_trempe"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,1474,0.000001,1,1474,1474,1474,0.000000
system{name="forgia_stage::authored::sys_collide_authored_pieces"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,26654812,0.020719,27079,984,215,5550577,35501.194813
system{name="bevy_diagnostic::frame_time_diagnostics_plugin::FrameTimeDiagnosticsPlugin::diagnostic_system"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,23459865,0.018236,27079,866,310,644609,3971.363329
plugin cleanup{plugin="bevy_render::view::ViewPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,55,0.000000,1,55,55,55,0.000000
plugin cleanup{plugin="bevy_diagnostic::frame_count_diagnostics_plugin::FrameCountPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,292,54,0.000000,1,54,54,54,0.000000
system{name="forgia_mode_roguelite::kill_popup::draw_kill_popups"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,12520252,0.009732,27079,462,154,115319,795.419430
plugin build{plugin="leafwing_input_manager::plugin::InputManagerPlugin<forgia_input::PlayerAction>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,338113,0.000263,1,338113,338113,338113,0.000000
system{name="forgia_killfeed::write_killfeed_sensor"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,8285670,0.006441,27079,305,84,11326,262.378619
system_commands{name="bevy_picking::hover::update_interactions"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,4393805,0.003415,27079,162,59,26731,244.962846
plugin build{plugin="forgia_crosshair::ForgiaCrosshairPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,35290,0.000027,1,35290,35290,35290,0.000000
system{name="forgia_worldgen::sys_load_registry"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,1034911,0.000804,1,1034911,1034911,1034911,0.000000
asset loading{loader="forgia_genome_core::GenomeLoader<forgia_fps::pepin::PepinTuning>" asset="genomes/roguelite/pepin_confidence.toml"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_asset-0.18.1\src\server\loaders.rs,332,89069,0.000069,4,22267,130,82319,40118.072748
system_commands{name="bevy_pbr::prepass::update_previous_view_data"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,53538530,0.041616,27079,1977,84,100226,1645.330800
system_commands{name="forgia_mode_roguelite::defense::sys_attach_player_defense"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,54,2285124,0.001776,25752,88,50,60300,510.916278
system{name="bevy_asset::assets::Assets<forgia_genome_core::Genome<forgia_juice_screen_flash::ScreenFlashTuning>>::asset_events_condition"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,2471673,0.001921,27079,91,52,3923,52.726296
system{name="bevy_render::erased_render_asset::extract_erased_render_asset<bevy_pbr::mesh_material::MeshMaterial3d<bevy_pbr::pbr_material::StandardMaterial>>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,147539953,0.114684,27079,5448,386,78416,4200.245947
system{name="bevy_hanabi::render::fixup_parents"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,14279754,0.011100,27078,527,174,77209,612.418518
system{name="forgia_ui_lib::pause_menu::apply_window_settings"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,17905048,0.013918,27079,661,213,150473,1120.951832
system{name="bevy_sprite_render::mesh2d::material::init_material_2d_pipeline<bevy_sprite_render::tilemap_chunk::tilemap_chunk_material::TilemapChunkMaterial>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_ecs-0.18.1\src\system\function_system.rs,52,8170,0.000006,1,8170,8170,8170,0.000000
node{name="bevy_core_pipeline::experimental::mip_generation::DownsampleDepthNode"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs,240,16025014,0.012456,108312,147,56,20435,127.537898
plugin build{plugin="bevy_pbr::material::MaterialPlugin<bevy_pbr::extended_material::ExtendedMaterial<bevy_pbr::pbr_material::StandardMaterial, bevy_pbr::decal::forward::ForwardDecalMaterialExt>>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,529,65695,0.000051,1,65695,65695,65695,0.000000
plugin finish{plugin="bevy_water::water::WaterPlugin"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_app-0.18.1\src\app.rs,272,55,0.000000,1,55,55,55,0.000000
node{name="bevy_render::render_graph::node::ViewNodeRunner<bevy_post_process::motion_blur::node::MotionBlurNode>"},C:\Users\Antoi\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\bevy_render-0.18.1\src\renderer\graph_runner.rs,240,11048109,0.008588,54156,204,55,29326,179.676244
